0	0	0	0	0	0	
0.019608	0.012191	-0.024336	0.036388	
0.039216	0.024336	-0.048302	0.071537	
0.058824	0.036388	-0.071537	0.10425	
0.078431	0.048302	-0.093686	0.13341	
0.098039	0.060033	-0.11442	0.15803	
0.11765	0.071537	-0.13341	0.17727	
0.13725	0.082768	-0.15038	0.19047	
0.15686	0.093686	-0.16508	0.19718	
0.17647	0.10425	-0.17727	0.19718	
0.19608	0.11442	-0.18677	0.19047	
0.21569	0.12415	-0.19344	0.17727	
0.23529	0.13341	-0.19718	0.15803	
0.2549	0.14217	-0.19794	0.13341	
0.27451	0.15038	-0.19569	0.10425	
0.29412	0.15803	-0.19047	0.071537	
0.31373	0.16508	-0.18237	0.036388	
0.33333	0.1715	-0.1715	4.2429e-10	
0.35294	0.17727	-0.15803	-0.036388	
0.37255	0.18237	-0.14217	-0.071537	
0.39216	0.18677	-0.12415	-0.10425	
0.41176	0.19047	-0.10425	-0.13341	
0.43137	0.19344	-0.082768	-0.15803	
0.45098	0.19569	-0.060033	-0.17727	
0.47059	0.19718	-0.036388	-0.19047	
0.4902	0.19794	-0.012191	-0.19718	
0.5098	0.19794	0.012191	-0.19718	
0.52941	0.19718	0.036388	-0.19047	
0.54902	0.19569	0.060033	-0.17727	
0.56863	0.19344	0.082768	-0.15803	
0.58824	0.19047	0.10425	-0.13341	
0.60784	0.18677	0.12415	-0.10425	
0.62745	0.18237	0.14217	-0.071537	
0.64706	0.17727	0.15803	-0.036388	
0.66667	0.1715	0.1715	3.156e-10	
0.68627	0.16508	0.18237	0.036388	
0.70588	0.15803	0.19047	0.071537	
0.72549	0.15038	0.19569	0.10425	
0.7451	0.14217	0.19794	0.13341	
0.76471	0.13341	0.19718	0.15803	
0.78431	0.12415	0.19344	0.17727	
0.80392	0.11442	0.18677	0.19047	
0.82353	0.10425	0.17727	0.19718	
0.84314	0.093686	0.16508	0.19718	
0.86275	0.082768	0.15038	0.19047	
0.88235	0.071537	0.13341	0.17727	
0.90196	0.060033	0.11442	0.15803	
0.92157	0.048302	0.093686	0.13341	
0.94118	0.036388	0.071537	0.10425	
0.96078	0.024336	0.048302	0.071537	
0.98039	0.012191	0.024336	0.036388	
1	0	0	0	
