50	0.02587	0.02587
51	0.023336	0.0274535
52	0.025584	0.0291002
53	0.029335	0.0308116
54	0.02892	0.0325887
55	0.031552	0.034433
56	0.032473	0.0363455
57	0.033216	0.0383275
58	0.035772	0.0403804
59	0.038227	0.0425052
60	0.035288	0.0447034
61	0.035085	0.046976
62	0.037931	0.0493244
63	0.041467	0.0517497
64	0.043932	0.0542533
65	0.047189	0.0568364
66	0.047418	0.0595002
67	0.049976	0.0622459
68	0.051259	0.0650748
69	0.058045	0.0679882
70	0.054925	0.0709873
71	0.058075	0.0740733
72	0.062074	0.0772474
73	0.066882	0.080511
74	0.072885	0.0838652
75	0.076237	0.0873113
76	0.076589	0.0908505
77	0.078472	0.0944841
78	0.076805	0.0982133
79	0.084192	0.102039
80	0.085715	0.105964
81	0.087095	0.109987
82	0.093486	0.114111
83	0.093236	0.118337
84	0.106973	0.122666
85	0.110364	0.127099
86	0.121502	0.131638
87	0.115595	0.136284
88	0.121326	0.141037
89	0.120051	0.1459
90	0.119882	0.150874
91	0.128421	0.155959
92	0.12916	0.161157
93	0.136677	0.16647
94	0.141593	0.171898
95	0.14317	0.177442
96	0.149167	0.183105
97	0.156214	0.188887
98	0.168143	0.194789
99	0.166112	0.200813
