50	0.006064
51	0.008499
52	0.007494
53	0.008194
54	0.009281
55	0.008856
56	0.009721
57	0.010228
58	0.010361
59	0.011353
60	0.013187
61	0.0158
62	0.013828
63	0.020362
64	0.01757
65	0.016021
66	0.015366
67	0.016228
68	0.01675
69	0.019276
70	0.018184
71	0.019013
72	0.019736
73	0.024293
74	0.021372
75	0.024219
76	0.029398
77	0.026802
78	0.025252
79	0.02596
80	0.028942
81	0.030582
82	0.031578
83	0.033392
84	0.033557
85	0.035339
86	0.037548
87	0.044766
88	0.035449
89	0.041743
90	0.037019
91	0.041272
92	0.039665
93	0.046684
94	0.04213
95	0.046662
96	0.053492
97	0.044745
98	0.045672
99	0.053461
