45.37	2.3434e+06	1.8818e+06	1.583e+06	
45.667	2.2985e+06	1.9042e+06	1.6055e+06	
45.958	2.2548e+06	1.9256e+06	1.6278e+06	
46.228	2.2146e+06	1.9449e+06	1.6487e+06	
46.494	2.1753e+06	1.9634e+06	1.6695e+06	
46.755	2.1371e+06	1.981e+06	1.6901e+06	
47.013	2.0997e+06	1.9979e+06	1.7106e+06	
47.267	2.0632e+06	2.014e+06	1.7309e+06	
47.518	2.0275e+06	2.0295e+06	1.7512e+06	
47.766	1.9925e+06	2.0443e+06	1.7715e+06	
48.012	1.9581e+06	2.0584e+06	1.7916e+06	
48.256	1.9245e+06	2.0719e+06	1.8118e+06	
48.498	1.8914e+06	2.0848e+06	1.8319e+06	
48.738	1.859e+06	2.0972e+06	1.852e+06	
48.977	1.8271e+06	2.109e+06	1.8721e+06	
49.215	1.7957e+06	2.1202e+06	1.8923e+06	
49.452	1.7648e+06	2.131e+06	1.9124e+06	
49.689	1.7344e+06	2.1412e+06	1.9326e+06	
49.925	1.7044e+06	2.1509e+06	1.9529e+06	
50.16	1.6749e+06	2.1601e+06	1.9732e+06	
50.395	1.6458e+06	2.1689e+06	1.9935e+06	
50.63	1.6171e+06	2.1771e+06	2.014e+06	
50.865	1.5888e+06	2.1849e+06	2.0345e+06	
51.101	1.5608e+06	2.1923e+06	2.0551e+06	
51.337	1.5332e+06	2.1991e+06	2.0758e+06	
51.573	1.506e+06	2.2055e+06	2.0966e+06	
51.81	1.4791e+06	2.2115e+06	2.1176e+06	
52.048	1.4525e+06	2.217e+06	2.1387e+06	
52.287	1.4262e+06	2.2221e+06	2.1599e+06	
52.527	1.4002e+06	2.2267e+06	2.1812e+06	
52.768	1.3746e+06	2.2309e+06	2.2027e+06	
53.011	1.3492e+06	2.2346e+06	2.2244e+06	
53.255	1.3241e+06	2.2379e+06	2.2462e+06	
53.5	1.2992e+06	2.2408e+06	2.2682e+06	
