200	0.00532
201	0.005011
202	0.005184
203	0.005197
204	0.00555
205	0.007293
206	0.005525
207	0.005628
208	0.007943
209	0.005807
210	0.005987
211	0.006096
212	0.006163
213	0.006333
214	0.006268
215	0.00663
216	0.006814
217	0.006526
218	0.006543
219	0.006779
220	0.006703
221	0.007274
222	0.00865
223	0.009018
224	0.016515
225	0.007474
226	0.007544
227	0.007875
228	0.00754
229	0.011427
230	0.008177
231	0.008016
232	0.008283
233	0.008421
234	0.008146
235	0.008397
236	0.011249
237	0.009873
238	0.008862
239	0.012864
240	0.013303
241	0.013192
242	0.01062
243	0.009521
244	0.01001
245	0.009978
246	0.00988
247	0.010061
248	0.011143
249	0.013091
