200	0.007807
201	0.005813
202	0.005161
203	0.005164
204	0.005261
205	0.006872
206	0.005425
207	0.005606
208	0.007598
209	0.005736
210	0.006044
211	0.005794
212	0.005984
213	0.006428
214	0.00609
215	0.006204
216	0.006506
217	0.006437
218	0.006532
219	0.006641
220	0.006675
221	0.006683
222	0.00685
223	0.007064
224	0.013487
225	0.007511
226	0.007344
227	0.007582
228	0.007468
229	0.007475
230	0.008035
231	0.007859
232	0.008162
233	0.008517
234	0.00834
235	0.008283
236	0.00883
237	0.008498
238	0.012345
239	0.012372
240	0.014675
241	0.014648
242	0.009406
243	0.009473
244	0.010196
245	0.013769
246	0.009588
247	0.009789
248	0.013971
249	0.010965
