200	0.037198	0.037198
201	0.035891	0.0377588
202	0.035701	0.0383251
203	0.036898	0.0388971
204	0.039247	0.0394748
205	0.037989	0.0400582
206	0.038537	0.0406473
207	0.038864	0.0412421
208	0.037812	0.0418427
209	0.038078	0.0424491
210	0.035976	0.0430613
211	0.036204	0.0436794
212	0.037096	0.0443034
213	0.037531	0.0449333
214	0.040531	0.0455691
215	0.043787	0.046211
216	0.040374	0.0468588
217	0.039611	0.0475126
218	0.039108	0.0481725
219	0.041089	0.0488385
220	0.040589	0.0495105
221	0.043032	0.0501888
222	0.041612	0.0508731
223	0.043712	0.0515637
224	0.058319	0.0522605
225	0.049931	0.0529636
226	0.047932	0.0536729
227	0.045245	0.0543885
228	0.045191	0.0551105
229	0.050267	0.0558388
230	0.050544	0.0565735
231	0.054217	0.0573146
232	0.04958	0.0580622
233	0.048204	0.0588163
234	0.050142	0.0595768
235	0.052665	0.0603439
236	0.05349	0.0611175
237	0.05589	0.0618977
238	0.052437	0.0626845
239	0.067278	0.063478
240	0.05994	0.0642781
241	0.060474	0.065085
242	0.060139	0.0658985
243	0.055097	0.0667188
244	0.055621	0.0675459
245	0.057433	0.0683798
246	0.064593	0.0692205
247	0.063432	0.0700681
248	0.062735	0.0709226
249	0.059796	0.071784
